START OF DATA
"DATE/TIME", "EAST MW (MASL)", "WEST MW (MASL)", "INJECTOR STATION PRESSURE (PSI)", "VOLUME (L)", "FLOW (L/S)"
Mon Aug 05 2024 14:15:00,140.033537818482,140.564449082374,116.7,2789052.2339,1.96841413600001
Mon Aug 05 2024 14:30:00,140.030784508902,140.567406340813,116.9,2790400.596942,2.53622590600001
Mon Aug 05 2024 14:45:00,140.030879977363,140.556488570952,116.9,2791664.1668,2.57408002400001
Mon Aug 05 2024 15:00:00,140.023945716198,140.567406340813,117.4,2792996.63112,0.378541180000002
Mon Aug 05 2024 15:15:00,140.021804253191,140.556998443097,116.5,2794306.004439,0.454249416000002
Mon Aug 05 2024 15:30:00,140.02557730706,140.557916212957,117.1,2795609.321102,0.416395298000002
Mon Aug 05 2024 15:45:00,140.029554309787,140.562403087829,116.6,2796873.648042,2.49837178800001
Mon Aug 05 2024 16:00:00,140.032409593797,140.560261624822,117.3,2798177.343246,2.27124708000001
Mon Aug 05 2024 16:15:00,140.024863486058,140.554245133517,117.3,2799453.026416,2.34695531600001
Mon Aug 05 2024 16:30:00,140.024251639485,140.558833982817,117.6,2800754.828915,0.113562354000001
Mon Aug 05 2024 16:45:00,140.030166156361,140.55852805953,117,2802013.47774,2.19553884400001
Mon Aug 05 2024 17:00:00,140.041083926221,140.554551056803,117.7,2803242.221826,0
Mon Aug 05 2024 17:15:00,140.836386596524,140.605366852235,117.1,2804472.858617,1.02206118600001
Mon Aug 05 2024 17:30:00,140.087106923494,140.606590545381,117.2,2805777.689444,1.13562354000001
Mon Aug 05 2024 17:45:00,140.054047690627,140.587304366384,117.2,2807134.380388,2.27124708000001
Mon Aug 05 2024 18:00:00,140.043639792911,140.564958954519,117.6,2808284.766487,2.42266355200001
new
"DATE/TIME", "EAST MW (MASL)", "WEST MW (MASL)", "INJECTOR STATION PRESSURE (PSI)", "VOLUME (L)", "FLOW (L/S)"
Tue Aug 06 2024 06:00:00,140.035086952819,140.5524291117,118.2,2868960.346295,0
Tue Aug 06 2024 06:15:00,140.03406720853,140.55059357198,118.3,2869927.897091,0
Tue Aug 06 2024 06:30:00,140.044271157388,140.54967580212,117.4,2870924.595544,0.794936478000004
Tue Aug 06 2024 06:45:00,140.039070461514,140.556412620395,118.1,2871830.444157,1.47631060200001
Tue Aug 06 2024 07:00:00,140.030192180232,140.555392876106,118.3,2872808.21556,2.15768472600001
Tue Aug 06 2024 07:15:00,140.037948742796,140.556004722679,117.9,2873884.407623,2.34695531600001
Tue Aug 06 2024 07:30:00,140.037846768367,140.553863259672,117.3,2874907.603946,2.27124708000001
Tue Aug 06 2024 07:45:00,140.035399382074,140.553047464241,117.4,2876170.795263,2.42266355200001
Tue Aug 06 2024 08:00:00,140.035399382074,140.562741540954,116.9,2877441.935941,2.27124708000001
Tue Aug 06 2024 08:15:00,140.033257919067,140.549988231374,116.9,2878523.049037,0.529957652000003
Tue Aug 06 2024 08:30:00,140.040912507202,140.546827024078,117.6,2879758.22832,0.454249416000002
Tue Aug 06 2024 08:45:00,140.028873018624,140.557030972936,117.9,2881041.103769,2.53622590600001
Tue Aug 06 2024 09:00:00,140.038057223193,140.55570530536,117.3,2882235.022083,0.492103534000003
Tue Aug 06 2024 09:15:00,140.037853274335,140.553665816782,117.7,2883552.723304,2.27124708000001
Tue Aug 06 2024 09:30:00,140.036119709044,140.553257919067,117.4,2884861.339541,2.30910119800001
Tue Aug 06 2024 09:45:00,140.036731555617,140.553053970209,117.4,2886103.711103,2.38480943400001
Tue Aug 06 2024 10:00:00,140.036017734615,140.553461867924,117.5,2887081.103965,0
Tue Aug 06 2024 10:15:00,140.036017734615,140.553257919067,117.6,2888563.09198,2.42266355200001
Tue Aug 06 2024 10:30:00,140.040096711771,140.558050717225,118,2889282.698421,0
Tue Aug 06 2024 10:45:00,140.033461867925,140.559580333658,117.8,2890245.328184,0
Tue Aug 06 2024 11:00:00,140.041932251491,140.558254666083,117.9,2891210.229193,0.113562354000001
Tue Aug 06 2024 11:15:00,140.041524353775,140.558254666083,117.4,2892388.627326,2.34695531600001
Tue Aug 06 2024 11:30:00,140.038669069766,140.555909254218,117.6,2893530.306982,2.15768472600001
Tue Aug 06 2024 11:45:00,140.036017734615,140.552544098064,117.3,2894838.923219,0.264978826000001
Tue Aug 06 2024 12:00:00,140.044896015897,140.553767791211,117.4,2896062.746272,0
Tue Aug 06 2024 12:15:00,140.039892762913,140.556521100791,116.7,2897329.344458,0.264978826000001
Tue Aug 06 2024 12:30:00,140.040810532773,140.557234921794,117.7,2898517.963198,0.378541180000002
Tue Aug 06 2024 12:45:00,140.040708558344,140.559376384801,117.1,2899832.636091,2.08197649000001
Tue Aug 06 2024 13:00:00,140.043053970209,140.560804026805,117.5,2901132.167344,2.23339296200001
Tue Aug 06 2024 13:15:00,140.046725049649,140.565188927248,117.3,2902332.142314,2.19553884400001
Tue Aug 06 2024 13:30:00,140.047744793938,140.567534339113,117.1,2903605.175697,2.38480943400001
Tue Aug 06 2024 13:45:00,140.041619822236,140.567534339113,117.2,2905020.540496,2.34695531600001
Tue Aug 06 2024 14:00:00,140.049682308087,140.556922492539,117.5,2906077.048427,1.09776942200001
Tue Aug 06 2024 14:15:00,140.039376384801,140.557534339113,116.9,2907424.275846,1.70343531000001
Tue Aug 06 2024 14:30:00,140.037030972936,140.566208671537,117.2,2908550.435321,2.42266355200001
Tue Aug 06 2024 14:45:00,140.0447875355,140.561721796665,117.2,2909556.97584,0.794936478000004
Tue Aug 06 2024 15:00:00,140.047030972936,140.564679055103,117.3,2910033.180418,0
Tue Aug 06 2024 15:15:00,140.038866512656,140.567636313542,117.1,2910089.583027,0.492103534000003
Tue Aug 06 2024 15:30:00,140.050702052376,140.568452108973,117.3,2910360.239842,0.416395298000002
Tue Aug 06 2024 15:45:00,140.042639566526,140.570899495266,117.4,2911318.327113,0
Tue Aug 06 2024 16:00:00,140.042843515383,140.561103444124,117.1,2912360.071945,1.74128942800001
Tue Aug 06 2024 16:15:00,140.043353387528,140.561919239555,117.1,2913188.698194,0
Tue Aug 06 2024 16:30:00,140.04498497839,140.562837009415,117.1,2913506.672634,0
Tue Aug 06 2024 16:45:00,140.045188927248,140.563958728133,117.3,2914512.456071,0.605665888000003
Tue Aug 06 2024 17:00:00,140.047330390255,140.564774523565,117.3,2915753.69201,0.416395298000002
Tue Aug 06 2024 17:15:00,140.047738287971,140.565488344567,117.6,2916878.337321,2.53622590600001
Tue Aug 06 2024 17:30:00,140.050287648693,140.557323884287,117.5,2917353.784817,0.492103534000003
Tue Aug 06 2024 17:45:00,140.048350134544,140.555284395709,117.3,2918384.55196,0
Tue Aug 06 2024 18:00:00,140.04406720853,140.560797520837,117.2,2919313.870115,0
new
"DATE/TIME", "EAST MW (MASL)", "WEST MW (MASL)", "INJECTOR STATION PRESSURE (PSI)", "VOLUME (L)", "FLOW (L/S)"
Wed Aug 07 2024 06:00:00,140.05203422592,140.556521100791,116.9,2936056.360004,0
Wed Aug 07 2024 06:15:00,140.050708558344,140.555093458787,117.5,2936084.372038,0
Wed Aug 07 2024 06:30:00,140.050606583915,140.556011228647,117.8,2936100.27076,0
Wed Aug 07 2024 06:45:00,140.048771044195,140.55570530536,116.6,2936718.806754,0.151416472000001
Wed Aug 07 2024 07:00:00,140.048567095337,140.55570530536,116.7,2937257.092056,0
Wed Aug 07 2024 07:15:00,140.051014481631,140.556317151934,117.9,2937508.821821,0
Wed Aug 07 2024 07:30:00,140.050504609486,140.555093458787,117.7,2937944.901053,0
Wed Aug 07 2024 07:45:00,140.049382890768,140.55386976564,117.4,2938887.468143,0.378541180000002
Wed Aug 07 2024 08:00:00,140.048057223193,140.55386976564,117.5,2939545.750942,0
Wed Aug 07 2024 08:15:00,140.046935504475,140.553971740069,117.3,2940018.927192,0
Wed Aug 07 2024 08:30:00,140.044794041468,140.553461867924,117.2,2940497.024475,0
Wed Aug 07 2024 08:45:00,140.045609836899,140.563563842353,117.3,2940949.38097,0
Wed Aug 07 2024 09:00:00,140.056221683473,140.563563842353,117,2941095.119255,0
Wed Aug 07 2024 09:15:00,140.055915760186,140.553359893496,117.4,2941416.879105,0
Wed Aug 07 2024 09:30:00,140.056017734615,140.554379637785,117,2941456.247369,0
Wed Aug 07 2024 09:45:00,140.058261172051,140.564481612213,117.4,2941577.75903,2.49837178800001
Wed Aug 07 2024 10:00:00,140.049178941911,140.567846768367,117,2941614.098966,0
Wed Aug 07 2024 10:15:00,140.05836314648,140.559070461514,117.2,2942374.209294,2.04412237200001
Wed Aug 07 2024 10:30:00,140.056935504475,140.568254666083,117,2943065.046619,2.53622590600001
Wed Aug 07 2024 10:45:00,140.048873018624,140.568152691654,116.9,2943677.147416,0
Wed Aug 07 2024 11:00:00,140.060096711771,140.570090205803,116.8,2944653.404655,0.189270590000001
Wed Aug 07 2024 11:15:00,140.049688814055,140.569580333659,116.9,2945659.566633,0
Wed Aug 07 2024 11:30:00,140.058771044195,140.570498103519,116.5,2946297.029677,0
Wed Aug 07 2024 11:45:00,140.064379637785,140.571925745523,117.1,2947226.726373,2.46051767000001
Wed Aug 07 2024 12:00:00,140.062238174778,140.574475106246,116.5,2947802.865775,0
Wed Aug 07 2024 12:15:00,140.054379637785,140.563251413099,117,2948711.364175,1.70343531000001
Wed Aug 07 2024 12:30:00,140.056725049649,140.574781029532,116.4,2949173.941277,0
Wed Aug 07 2024 12:45:00,140.058458614941,140.578248160115,116,2949837.145109,0.832790596000004
Wed Aug 07 2024 13:00:00,140.055195433216,140.579063955546,116.6,2950432.211561,0
Wed Aug 07 2024 13:15:00,140.058254666083,140.568350134544,117.3,2951300.963156,0
Wed Aug 07 2024 13:30:00,140.056011228647,140.569063955546,116.7,2952084.164485,2.42266355200001
Wed Aug 07 2024 13:45:00,140.055501356503,140.579267904404,117,2953114.553087,2.38480943400001
Wed Aug 07 2024 14:00:00,140.060702052376,140.57967580212,116.8,2954083.239506,2.42266355200001
Wed Aug 07 2024 14:15:00,140.056827024078,140.570695546409,116.4,2954994.387693,0
Wed Aug 07 2024 14:30:00,140.055297407645,140.569063955546,117,2955982.379703,0.832790596000004
Wed Aug 07 2024 14:45:00,140.056827024078,140.568860006688,117,2956744.004195,2.42266355200001
Wed Aug 07 2024 15:00:00,140.052027719952,140.571205418553,116.1,2957390.552223,0
Wed Aug 07 2024 15:15:00,140.051109950092,140.574162676991,116.7,2958264.981933,0
Wed Aug 07 2024 15:30:00,140.053965234101,140.574672549136,117.3,2959237.075221,0.340687062000002
Wed Aug 07 2024 15:45:00,140.052537592097,140.575692293425,116.9,2960536.227933,1.21133177600001
Wed Aug 07 2024 16:00:00,140.055800773821,140.566202165569,116.7,2961741.123936,2.30910119800001
Wed Aug 07 2024 16:15:00,140.052945489812,140.578037705289,116.7,2962891.131494,0
Wed Aug 07 2024 16:30:00,140.052129694381,140.576610063285,116.4,2963862.4677,0
Wed Aug 07 2024 16:45:00,140.055086952819,140.567527833145,117.5,2964797.842511,0
Wed Aug 07 2024 17:00:00,140.055494850535,140.578445603005,116.7,2965765.393307,0.757082360000004
Wed Aug 07 2024 17:15:00,140.057024466968,140.570485091583,116.8,2966918.807734,0
Wed Aug 07 2024 17:30:00,140.053557336386,140.580281142725,116.9,2968246.351021,2.30910119800001
Wed Aug 07 2024 17:45:00,140.05682051811,140.569771270581,116.6,2969476.987812,0.264978826000001
Wed Aug 07 2024 18:00:00,140.059777776549,140.581402861443,116.3,2970717.84521,0
new
END OF DATA
